start	end	text
9327480	9328480	Czy się przekłada na…
9328480	9341480	Tak, na finanse, oczywiście, że tak. Jeszcze takie pytanko, powiedz mi, czy jesteś otwarty na jakieś współpracy z innymi firmami, czy się hermetycznie zamykacie?
9342480	9367480	Nie, zdecydowanie nie. Jesteśmy w jakim jesteśmy punkcie, jeśli chodzi o znowu platform Dynamics Azure. Konkurencja jest ogromna, jeśli chodzi o inne produkty. Konkurencję w rozumieniu Numblado nie traktuje innego partnera, czy innego dystrybutora, który robi nasze rozwiązania, tylko Google, tylko Amazon.
9367480	9370480	Nie wchodźcie w to, to jest gorsze, rozumiesz?
9371480	9372480	A jest?
9373480	9385480	Pewnie nie, to jest kwestia, tą robotę robi Microsoft, tą robotę robi Amazon, to oni lasują, to oni robią tą grubą, ciężką robotę marketingową i te firmy decydentów przekonują do rozwiązań.
9386480	9407480	Wszedłeś już w tę rzekę, no to ciężko ci jest z niej wyjść w skrócie. Jak przez lata Microsoft czy Amazon opakowuje te firmy, to później już naprawdę jest ciężka decyzja, żeby te miliony zainwestowane przerzucać teraz na coś innego, bo nie szykując się, ta konkurencja dogania, wiesz, tu masz takie, tu masz podobne, mówimy tutaj o OpenAI, a tu masz Barda w Google.
9408480	9411480	Wiesz, tu masz Google Sheet, a tu masz Ofisa.
9412480	9428480	Ja nie uważam, więc z mojego punktu widzenia konkurencja to jest rozumienie, jeżeli ktoś wybrał coś osobnego, customowego, czemu nie wziął Power Platform, skoro potrzebował piętnastu tabel i jakiś tam workflow.
9429480	9446480	Czemu wziął, wiesz, jakiś inny low-code, no-code, których jest pełno znowu też na rynku. To jest dla mnie rozumienie konkurencji, a wszystko w ramach co się dzieje w Microsoftu to jest dla nas partnership, to jest słuchajcie, idźmy razem, edukujmy biznes, edukujmy razem, wygrywajmy razem w skrócie.
9447480	9461480	Bo też często tak jest, że firmy, my sami się z tym złożyliśmy, jeżeli nie wygramy czegoś, to oni wybiorą produkt niekoniecznie Power Platform, niekoniecznie Microsoft, oni wezmą produkt, wiesz, custom i oni znowu z niego nigdy nie wyjdą.
9461480	9484480	Jeżeli wejdą w Power Platform, czy wejdą w Dynamics, czy wejdą w coś takiego, no to wiadomo, że to będziemy mieli, otrzymywali, więc my jako firma, jakby każda z tych firm, z tych partnerów jako cały ten ekosystem Microsoftowy będziemy mieli możliwości rozwijania tych aplikacji itd.,
9485480	9508480	więc dlatego prowadziliśmy kilka rozmów z różnymi partnerami, czy dystrybutorami, jeśli chodzi właśnie o takie partnerstwo bardziej, żeby dopełnić kompetencje, jeżeli jedni się zajmują, my też nie chcemy się zajmować wszystkim, to nie chodzi o to, że my będziemy dobrze od wszystkiego.
9508480	9533480	My chcemy wykorzystać zdecydowanie ten stack Power Platformowy model driven plus Dynamics plus Azure jako infrastruktura i tak naprawdę na tym się skupiamy, my wiesz, nie będziemy jakoś specjalnie teraz się szarpać, że będziemy ekspertami od wizualizacji w Power BI-u czy jakieś inne tematy, po prostu dosyć w miarę wąsko.
9533480	9558480	Jeżeli brakuje nam kompetencji, czy nawet nie tyle brakuje, co mamy konsultantów dostępnych, bo nie są obecni na jakimś projekcie, to możemy wchodzić razem, wdrażać te rozwiązania z jakimiś partnerami, bądź odwrotnie, jeżeli mamy zapotrzebowanie z zachodu jakieś ogromne, a sami nie mamy tyle przerobów, to jak najbardziej będziemy zachęcać partnerów do działania razem.
9558480	9581480	W zasadzie na świeżo podpisaliśmy umowę z naszym partnerem Developico, firma fajna, taka z Warszawy, fajnie jakby lansująca low-code, no-code i powiedzmy edukująca rynek, dosyć dobrze pracująca razem z Microsoftem w tej materii.
9581480	9599480	Z nimi podpisaliśmy umowę i rzeczywiście mamy tam jakieś razem realizacje, wrzucamy powiedzmy naszych ekspertów, jeżeli będzie potrzeba, to też mamy drzwi otwarte, żeby do nas, że tak powiem mogli nas zasilić, jeżeli będzie większy projekt, więc wygląda to fajnie.
9599480	9628480	A powiedz mi jeszcze, bo można tak pomyśleć, że wiesz, że masz rozwiązania Microsoftu, tutaj masz ażur, tutaj masz Dynamics, tu masz Model Driven, tu masz Canvas i tak dalej i ludzie sobie myślą często, no dobra, a ja bym chciał, żeby to wyglądało trochę inaczej, żeby niekoniecznie było to, co mi Microsoft daje, tylko bym chciał, już mam swoją wizję w głowie, chciałbym, żeby apka wyglądała tak, a nie inaczej, działała tak, a nie inaczej
9628480	9636480	i myślę, że często ktoś może pomyśleć, że nie ma takiej opcji, dostajesz to, co daje ci Microsoft i tyle i koniec.
9636480	9643480	Powiedz mi, w tej perspektywie jaka jest możliwość customowania wszystkiego, zmiany, co możesz zrobić?
9644480	9671480	Mieliśmy już wiele takich przypadków, że biznes nie kupował UI'a, nie wiem, power platformowego i mówi, słuchajcie, czy tam powiedzmy Dynamics'owego i mówi, dla nas to się nie wpisuje, bo osobami decydującymi byli ludzie, którzy bardziej się zajmowali UI'em i user interface, wiesz, geek'i, że tam klik musi być tu i ma być mniej klików i tak dalej.
9671480	9682480	No i w takim wypadku są też opcje, bo Data Wares może służyć wyłącznie, albo nie wyłącznie, ale dla większości jako baza na przykład.
9682480	9694480	Możesz mieć go po prostu pod spodem bazy danych, która wiesz, że jest zadbana pod kątem backup'owo, dostępności, wiesz, na najwyższym standardzie, security, zunifikowane w całym ekosystemie,
9694480	9703480	a front-end na przykład budujesz sobie totalnie, nie wiem, możesz sobie portal zrobić w HTML5 i tyle i robisz, co chcesz.
9703480	9718480	Tylko pytanie, no mówię, no to trzeba też pamiętać o tym, że klientowi, koniec końców, temu klientowi będziemy oferować produkt na przykład, z którego by nie korzystali, za który muszą płacić, więc trzeba się dobrze zastanowić, czy to jest na pewno dobre rozwiązanie.
9718480	9732480	Czyli nie ma takiego, wiesz, prostej odpowiedzi, ale możesz powiedzieć, no dobra, nie chcecie, to może być też aplikacja mobilna, typowo natywna, nie wiem, napisana, czy tam, wiesz, cross platform, jakiś flutter czy coś.
9732480	9738480	Piszesz, dodatkowo masz API w środku i też gadające z back-endem.
9738480	9757480	Tylko to mówię, zawsze pojawia się pytanie, czy jakaś część funkcjonalności, czy jakaś część tego biznesu będzie jednak korzystać z tych funkcjonalności power platformowych, czy tylko mówimy o bazie, bo kiedyś też spotykałem się z takimi rozwiązaniami, że w zasadzie olewali całą warstwę UI-ową Dynamicsa i po prostu było wszystko w HTML-u.
9758480	9774480	No ale wtedy się zastanawiasz, no dobra, to po co płacić tyle za licencję, wiesz, za Dynamicsa, jak tak naprawdę zbudowałeś customa obok, a to masz tylko bazę danych. No to ja Ci zrobię bazę danych w Azure, platformę ze serwis, robimy czy to NoSQL, czy typowo MS SQL.
9774480	9791480	Tabelę Ci wyklikam, tak samo, wiesz, jakimś, jakby to nie jest żaden problem, uskryptujemy to wszystko, ustawimy, wiesz, backupy, availability i tak dalej. I po co Ci w takim razie platforma, nie? Platforma jako, wiesz, power-ups powiedzmy, tak?
9791480	9812480	Tak, ale wchodzisz w taką pułapkę znowu customizacji, że musisz to wiecznie customować i jak na przykład wychodzi, nie wiem, na przykład update model Drivena, to on już nie będzie się Ciebie dotyczył i nie będziesz miał funkcjonalności ich nowych, które wymyślili, które sprzężyli za Ciebie, że zrobili tak naprawdę całą ciężką robotę, heavy lifting za Ciebie.
9812480	9841480	Tak, dokładnie, no bo to już nie jest stricte model SaaSowy, tylko już przechodzisz właśnie level niżej, nie? Czyli na przykład platforma ze serwis, czyli nie interesuje Cię infrastruktura, ale ciągle platforma, czyli jakby masz tego, powiedzmy bazę i wiesz, że masz do niej dostęp, no i co na przykład UI, robisz tę, wiesz, warstwę prezentacji i robisz ręcznie w czymś tam, no i co, nic nie masz, tak? Nie masz searcha, wiesz, tu masz darmowego searcha, który, wiesz, naprawdę jest fajnie konfigurowany.
9841480	9864480	Do takich podstawowych, backendowych, back office'owych działań nie potrzeba nic więcej, tak? Wiesz, no można się kłócić, że nie wiem, ten UI nie spełnia moich oczekiwań i tak dalej, ale on też się zmienia, oni też go dostosowują, przyspieszają, wiesz, dużo było zmian, jak porównam sobie wersję z CRM 3.0 do tej wersji, to wiesz, w CRM 3.0 nie było nawet relacji many to many.
9865480	9877480	Jakby tam trzeba było tworzyć zawsze tabelę osobno, nie można było sobie złączyć dwóch tabel razem, żeby, wiesz, jakby to jest cały czas powtórzenie.
9877480	9889480	Najważniejsza zaleta tego jest taka, że jeżeli później się spotkasz gdzieś indziej z produktem właśnie tego rozwiązania, czy pójdziesz do innej firmy, czy pracownicy pójdą do innej firmy, to oni wiedzą jak sobie go korzystać.
9889480	9903480	Największe ryzyko jest z tym zawsze softem, jeżeli to jest taki bespoke, że ja się tu nauczyłem i ci ludzie tracą czas. Spójrzmy sobie na biznes, załóżmy zatrudniam w bankoficie 30 ludzi i ja mam Dynamixa.
9904480	9915480	No dobra, 50 ludzi. I oni z dużym prawdopodobieństwem już gdzieś pracowali na Dynamiksie. Oni wchodząc już są gotowi, oni wiedzą, to okej, zmieniła się tabela, klikam.
9915480	9924480	Ale ja już nie muszę przechodzić procesu treningu całego dla jakiegoś nowego systemu, który w ogóle jest z czapy, ktoś kiedyś napisał, nikt nigdy wcześniej nie używał.
9924480	9932480	Tutaj migrując pracowników nawet, jakby oszczędzasz zdecydowanie czas na adopcji tego rozwiązania, no bo wiesz jak operujesz w nim, jak klikasz.
9932480	9939480	Czy ktoś będzie mógł sobie niedługo wpisać w CV, że operował model Drivenem i wie czym to jest i tak dalej, na przykład załóżmy księgowy?
9939480	9942480	Dobre pytanie, myślę, że zdecydowanie.
9942480	9946480	Bo Excel oczywiście, cały office, każdy wpisuje.
9946480	9955480	Zdecydowanie, no jakby powiedział, że Dynamiksa ogarnia. Wiesz, jeżeli wchodzisz do dużej firmy, w której jest Dynamiks, to jest pierwszy pewnie punkt, czy kiedykolwiek coś z nim robiłeś,
9955480	9964480	no bo wiesz, że musisz go wiedzieć gdzie kliknąć, gdzie wejść, to nie jest wiadomo, jest intuicyjne, no ale to wszystko sprowadza się do jakiejś tam znajomości produktu,
9964480	9975480	że gdzie kliknąć, co tam, że wiem gdzie znaleźć informacje tak naprawdę, żeby jak najszybciej, żeby ten system jednak, bo to po to się robi, żeby usprawniać te wewnętrzne procesy,
9975480	9986480	jak najszybciej odnajdywać informacje, wiedzieć co się dzieje z klientem, wiedzieć co się dzieje w ramach organizacji, poza organizacją ewentualnie, w zależności od use case'ów jakie implementujesz.
9987480	9996480	Czyli to się znowu pojawia gigant, Microsoft za nami stoi, czuwa, patrzy, rozwija, a my jesteśmy po prostu messengerami.
9996480	10003480	Nie oszukujmy się, co my byśmy mogli mając dziesięciu konsultantów wielkiego stworzyć.
10003480	10016480	Ok, marketingowo mógłbyś oszukiwać, że zrobiłeś piękny produkt, ale wiadomo co jest pod spodem, bo my wiemy ile czasu potrzeba na stworzenie, wiesz, głupiej jakiejś tam małej integracji,
10016480	10030480	czy zachowania standardu bezpieczeństwa i tak dalej. To jakby porównując to, no to żadne te produkty, które ja widziałem teraz w Polsce, wracając do Polski i jakby wdrażając tego naszego ingreso
10030480	10039480	i patrząc jakie systemy korzystają firmy i my na przykład utrzymujemy w Azurze Symfonię, duży ERP, ma różne moduły.
10039480	10052480	Jakby ja patrzę jak to jest napisane, tak, to jest naprawdę stary twór, wiesz, to są okienka ciężkie, my to utrzymujemy na platformie azurowej, gdzie mamy SQLa hostowanego tam gdzieś,
10052480	10064480	mamy frontend tu, to jest ładnie dostępne, zdalnie, pięknie i tak dalej, ale też widzieliśmy, bo musieliśmy się integrować na przykład, to widzieliśmy jak API są stworzone, jak są bazy danych, jaka struktura jest bazy danych,
10064480	10076480	to człowiek się naprawdę łapie za głowę. Na przykład też często jest problem z tym, że masz kolejny login, no bo nie masz tam single sign-on, że możesz wykorzystać sobie swój, tylko masz osobny login.
10076480	10090480	No właśnie, to jest też ciekawe, że ktokolwiek korzysta z aplikacji Microsoftu może wpisać po prostu jeden login, jedno hasło i ma dostęp do wszystkiego, nie musi skakać pomiędzy jednym a drugim.
10090480	10105480	Może z perspektywy większości ludzi, którzy się po prostu gdzieś logują i wiedzą, że dla nich to nie jest na przykład duży ciężar, no to jest to duży ciężar.
10105480	10129480	No jest, znaczy to jest duży ciężar to raz, dwa to jest podwyższone ryzyko, bo jak masz jedno, bo to nie chodzi o to, że najlepsze jest to w tym, że nie, że musimy się wszędzie logować, tylko w całym tym ekosystemie Microsoftowym zalogujesz się raz i on jest po prostu ja otwieram przeglądarki sobie i otwieram sobie Dataverse'a czy tam otwieram Office'a, Excel'a, to wszędzie ja jestem i nie muszę tego już podawać,
10129480	10150480	bo kredensiale są skieszowane, ja to ja i sobie działam i tam nie ma ryzyka, że ja muszę pamiętać, że ja spisuję gdzieś to zapisane mam, kopiuję, a w tym mam drugie, a potem masz reguły wygasania haseł tutaj trzy miesiące, tam miesiąc i już się zaczynasz zapętlać.
10151480	10164480	No bo tak jest często, że potem jak masz te rozwiązania rzeczywiście obce, to potem tu masz hasła jakieś proste, żeby pamiętać, to proste łatwo przejąć i tracimy dane.
10165480	10191480	No tak i też się nie krzaczy na przykład, jak masz na przykład w firmie jakieś dochodzi do momentu, że właśnie login wygaśnie i nagle wygasa login na 30 kompach i jest panika w firmie, nie wiadomo co zrobić, cały dzień mija, przychodzi tak przysłowiowy informatyk, naprawić wszystko i wszystko zrobić, a firma w tym momencie traci kupę czasu, a co za tym idzie pieniądze, bo to są robocze godziny.
10192480	10197480	Zdecydowanie, to jest kolejna jakaś tam powiedzmy zaleta.
10197480	10218480	Wiadomo, że te rozwiązania customowe też można korzystać, jeżeli się zdecydujemy na, teraz to się nazywa Entra, Microsoft Entra, a wcześniej Active Directory, czyli jakby ten identyfikator czy mój username, ta baza usera, to można sobie skonfigurować to z rozwiązaniami jakichkolwiek,
10218480	10227480	ale to jest kwestia czy dane rozwiązanie wspiera taką integrację z jednym identity w skrócie.
10227480	10254480	Czy może mógłbyś pokrótce powiedzieć czym to się, bo my tak tu operujemy Azure, Power Apps, Dynamics, a nie każdy widzi różnicę, nie każdy wie czym to się różni, co jest dla kogo i co ktokolwiek byłby zainteresowany współpracą z twoją firmą, miałby na myśli, czyli czy Dynamics, czy Azure, czy Power Apps, czy Canvas.
10255480	10259480	Spoko, to zaczniemy może od Azura w takim razie.
10259480	10281480	Azure to jest chmura, infrastruktura w chmurze w skrócie, infrastruktura w chmurze, czyli mamy tutaj jakieś computing, obliczeniowe komponenty, czyli możemy mieć coś co nam przeliczy, coś co nam coś zintegruje.
10281480	10282480	Czyli działa non stop.
10282480	10293480	No coś tam się dzieje, kupujemy powiedzmy jakiś komponent, który płacimy za użycie i tak dalej, może to brzmi trochę bardzo high level.
10294480	10313480	Mamy też na tej infrastrukturze chmurowej mamy oczywiście tematy typu storage, czyli jakieś tam kontenery na zasadzie do przechowywania danych w skrócie, czyli mamy też oczywiście wirtualne maszyny, czyli nie musimy naszego serwera mieć lokalnie tutaj postawionego,
10313480	10330480	tylko budujemy takiego tenanta, to się nazywa w Microsoftzie w Azure, w którym tworzymy profil jakby naszego klienta i tam zaczynamy dodawać różne usługi typu właśnie wirtualna maszyna, baza danych i to w różnym modelu.
10330480	10351480	Tam mamy Infrastructure as a Service bądź Platformę as a Service i sobie tam je możemy ładnie podłączać, konfigurować, backupy danych, jakieś usługi typu Data Warehouse, czyli do jakichś dużych danych, big data.
10352480	10373480	Mamy usługi od zwykłych przechowywania plików po prostu, na przykład korzystamy też mocno z Azure jako integracji, jako warstwy integracyjnej, czyli tam możemy też tworzyć takie trochę low code, no code rozwiązania, żeby integrować różne systemy i jakby API pod kątem zabezpieczeń.
10373480	10402480	Security też jest tam, Defender, też teraz ładnie lecą jeśli chodzi o ranking, jakby biorąc licencję M365 w pakiecie tam Business Premium no to mamy naprawdę spoko antywira, jakby kiedyś trzeba było dodatkowo kupować, teraz to już wygląda tak, że w zasadzie bierzemy tą wersję Business Premium i mamy w pakiecie mnóstwo jakichś tam filtrów, rozwiązań, podpowiadaczy, audytów.
10403480	10409480	To jest Azure, czyli jak my to widzimy biznesowo.
10409480	10418480	No właśnie, bo żeby ktoś mógł sobie tak może lajk jakiś uzmysłowić, czym jest ten Azure, po co mu to jest, żeby nie trzymać po prostu serwera w piwnicy?
10418480	10424480	Dokładnie, no dokładnie, czyli nie wiem, mam swój serwer, na którymś coś mam.
10424480	10427480	Czyli jest gdzieś tam po prostu w Stanach czy w Europie?
10427480	10428480	W Polsce też jest.
10428480	10432480	I jest też w Polsce, tak? I tam sobie wszystko pięknie, ładnie działa. A gdzie to jest?
10433480	10453480	Oni Ci takiej dokładnej lokalizacji nie podadzą, ale jest w Polsce pod Warszawą chyba gdzieś i jeszcze są jakieś dwa data center zawsze i one ze sobą są spięte tak, że mogą sobie te dane trzymać jakby tu i tu,
10453480	10457480	że jak jeden pada to drugi jest dostępny, żeby mieć stały dostęp.
10457480	10471480	Co jest znowu jakby patrząc, czy warto Microsoft, czy warto te technologie, czy warto Azure, no to wcześniej był problem i przeszkoda, że chmury nie było w Polsce fizycznych danych.
10471480	10481480	My przechodząc HSBC i złożoność tematów, jeśli chodzi o data residency, czyli gdzie dane mogą spoczywać i co jest zgodne z prawem, jeżeli dane są wrażliwe,
10481480	10490480	no to w Polsce też pewnie często pojawiłby się problem, że słuchajcie, fizycznie te dane siedzą w Holandii, co mi się nie podoba, niezgodne z prawem.
10490480	10501480	Więc teraz jest już zaadresowany ten problem, jest w Polsce, czyli jakbyśmy odcięli w skrócie internety, no to te dane sobie siedzą tu.
10501480	10510480	Więc na tych dyskach rzeczywiście są. Czy one są zaszyfrowane i tak dalej, to jest druga kwestia, ale są i mamy do nich dostęp, to są nasze dane, czyli fizycznie one spoczywają.
10510480	10521480	Ale tak dla biznesu w skrócie oznacza to tyle, mam swerwer, na którym mam, nie wiem, czy to backupy, czy to dane, czy jakaś strona wisi, czy to jakiś system jest hostowany, nie wiem, do hotelu obsługi,
10521480	10533480	do fabryki, która ma jakiś system ERP, zarządzania projektami, cokolwiek i to siedzi na tej maszynie fizycznej, to my mówimy, przechodzimy do Azure,
10534480	10544480	robimy inwentaryzację tego softu, sprawdzamy co tam jest, jakie są wymagania, jakie mam propozycje pokazać, ile to będzie kosztowało miesięcznie plus minus.
10544480	10555480	Tworzymy to w chmurze, utrzymujemy, mamy tam w tym momencie jakieś aktywowane automatyczne backupy, snapshoty, że możemy odtworzyć logi, alerty,
10555480	10566480	czyli wiemy co się dzieje, jakieś notyfikacje co do zagrożeń ewentualnych, jakichś szkodliwych działań w czasie rzeczywistym, też przy wykorzystaniu,
10566480	10574480	Microsoft fajnie to teraz robi, przy wykorzystaniu jakichś AI, jakichś patternów, sprawdza czy coś mi wygląda, więc wysoki poziom bezpieczeństwa.
10574480	10584480	Tak naprawdę nie zajmujemy się już później tym serwerem, ten serwer znika, do widzenia, sprzedajemy go i jak chce się przepiąć i chce przenieść się do innego miejsca
10584480	10589480	to ja się przepinam fizycznie z rzeczami, ale serwer cały czas jest dostępny.
10589480	10603480	Ukraina żyje dzięki temu, że oni chyba w bardzo dużej mierze właśnie weszli na Azura i Polska utrzymuje dużo i public cały przeszedł jakby na Azura i ona jest w Polsce.
10604480	10614480	Siedzi, także oni funkcjonują, normalne takie aktywności też dzięki chmurze, bo jednak data center byłby pewnie pierwszym targetem Rosji.
10614480	10623480	Rozwalić i jak nie masz banków, nie masz niczego, wszystko może być w chmurze, więc nawet ryzyko tego typu jest minimalizowane.
10623480	10627480	No i każdy może przyjść tak naprawdę do Ciebie i się podpiąć też pod tą technologię.
10628480	10638480	I jeżeli czujemy się zagrożeni, że w Polsce te dane nie chciałbym, żeby były trzymane, robimy przepinkę do US, do widzenia i dane już siedzą tam.
10638480	10642480	Czyli nawet jakby tutaj coś się wydarzyło nie po naszej myśli to mamy dane tam.
10642480	10656480	Zresztą zawsze jest opcja tego geo, że możesz mieć redundancję pomiędzy kontynentami, czyli de facto trzymane są tu i na innym kontynencie, żeby nawet minimalizować takie ryzyko.
10656480	10662480	Już nie mówiąc o tym, że fizycznie serwer gdzieś siedzi i po prostu Ci się budynek spali i danych nie odzyskamy.
10662480	10666480	Nie szukajmy tutaj jakichś wielkich czarnych scenariuszy.
10666480	10677480	Po prostu będzie komputerek i został zalany i na tyle niefortunnie zalany, że procesor się spalił i spaliła Ci się płyta główna, dysk nie do odzyskania.
10677480	10681480	Wiadomo, że się ludzie zajmują odzyskiwaniem tego, ale jest to ciężkie.
10681480	10686480	Oni dają gwarancję, jeżeli masz to zabezpieczone, masz to...
10686480	10691480	W sensie Microsoft daje gwarancję na wszystkie Twoje dane, które tam przechowujesz.
10691480	10697480	Odpowiedzialność spoczywa na nich, a nie, że ktoś nie wyłączył światła w piwnicy.
10697480	10705480	Oczywiście tam dochodzą tematy, jak to wiadomo, zawsze wygląda prawnie i niuanse, że musi być jakiś zachowany poziom bezpieczeństwa,
10705480	10716480	bo jeżeli firma, która by utrzymywała to nie w sposób zamierzony i rekomendowany, nie spełnialiby standardów,
10716480	10721480	mieliby otwarte hasło zapisane gdzieś tam i ktoś to usunął wszystko i wywalił wszystko,
10721480	10726480	to mogą też powiedzieć, że słuchajcie, ale zawsze stoi gdzieś tam ten Microsoft.
10726480	10733480	Raz, że dystrybutor nasz, czyli też duża firma, a dwa, że Microsoft, który jest w stanie nam pomóc.
10734480	10738480	Możemy być mniejsi, a mierzyć wysoko w skrócie.
10738480	10742480	To ażur, a teraz przejdźmy do Dynamics.
10746480	10749480	Dynamics to różne apki.
10749480	10760480	Mamy Dynamics typowo finansowo lub ERP-owy, główny podział jest na te z rodziny ERP-ów w skrócie
10760480	10766480	i CRM-owych, czyli bardziej Customer Relationship Management.
10766480	10777480	I teraz obecnie dokonywana jest mocna unifikacja, bo te ERP-owe rozwiązania, czyli w skrócie, kto używa ERP-ów,
10777480	10787480	finansowy moduł, ale też fabryki, często produkcje, supply chain, czyli jakieś tam projekty, tam są też moduły CRM-owe,
10787480	10795480	ale Microsoft zauważył, że trochę chyba bez sensu tak mi to wygląda, że po pierwsze to jest trochę starej technologii,
10795480	10807480	nie tak do końca eleganckiej, ale seksownej, jak jest Power Platform i Dynamics bardziej od strony CRM-owej,
10807480	10818480	stąd ta specjalizacja jest taka, że nie ma aż tyle tych specjalistów z tej strony ERP-a, więc Microsoft trochę zaczyna to unifikować wszystko.
10818480	10826480	Dynamics już jest obecnie na jednej platformie, że możesz sobie tworzyć środowiska i to dla CRM-owego i ERP-owego,
10826480	10830480	czego wcześniej nie było, to były dwa osoby nabyte, mimo że dwa się nazywały Dynamics.
10830480	10838480	Czyli pierwszym ruchem było, nazywamy to Dynamics, jedno jest na przykład Finance and Operations, a drugie jest For Sales.
10838480	10845480	To były jakby dwa zupełnie inne technologicznie produkty. Co jakby się teraz zmienia?
10846480	10847480	Masz to?
10847480	10848480	Wezmę.
10848480	10851480	Nie jest to łatwe, ale się da.
10856480	10869480	Jeżeli skupimy się, ten model ERP, czyli powiedzmy tańsza wersja, taka jest biznes central, to to znowu tak jak wcześniej Ci mówiłem,
10869480	10879480	nasz ingreso powstał i tam są też takie moduły typu, jakiś tam moduł znajdziesz pewnie i częściowo HR-owy, czyli tak jakby każda firma trochę większa,
10879480	10890480	która chce widzieć swoje przedsiębiorstwo z lotu ptaka, czyli koszty, zamówienia, ewentualnie produkty, sklep załóżmy, który ma swój magazyn,
10890480	10898480	czyli moduł magazynowy ma to w jednym systemie w skrócie i do tego jest taki biznes central.
10899480	10901480	I to wisi też na ażur, tak?
10901480	10909480	To wszystko jest na infrastrukturze azurowej, jeżeli mówimy o rozwiązaniu tym chmurowym i co?
10909480	10916480	No i kupujemy licencję per user i mamy szereg modułów dostępnych, które sobie aktywujemy po kolei, czyli jeżeli wystawiasz faktury,
10916480	10923480	twoja firma wystawia faktury na podstawie produktów, które produkujesz gdzieś tam albo bierzesz skądś, to możesz to wszystko ustawić,
10923480	10931480	czyli możesz ustawić sobie vendorów, masz dostawców, odbiorców, masz ludzi, klientów, masz deale potencjalne,
10931480	10941480	czyli masz też moduł taki trochę CRM-owy, gdzie możesz twoje opportunities, czyli leady trzymać i nimi zarządzać i mieć do tego widok,
10941480	10946480	widzieć jak to wygląda pipeline, no co jeszcze?
10946480	10950480	Mi to bardzo przypomina właśnie Model Driven i Power Apps.
10950480	10954480	Czy jest jakaś fundamentalna różnica między jednym a drugim?
10954480	10964480	Jeszcze tylko dokończę Ci, bo zdążyłem zamknąć temat tego ERPA powiedzmy, czyli Business Central i Finance Operations i tam różne jeszcze są moduły,
10964480	10975480	ale jest ten Dynamics powiedzmy for Sales, czy Customer Service, który realizowaliśmy tam dla Jersey i realizujemy obecnie i dla HSBC i wiele innych rzeczy,
10975480	10986480	innych banków, to są moduły takie typowo CRM-owe, w którym właśnie masz głównie leady, w tym salesie masz zarządzanie leadami, dealami,
10986480	10994480	zamówieniami ewentualnie i jakaś dalsza integracja tam z kolejnymi systemami już takimi, w którym się dokonuje tych transakcji,
10994480	10998480	jakimiś tam księgowymi i tak dalej, no i on do tego służy.
10999480	11011480	Tam chodzi o to też, żeby mieć możliwość i dostęp, jakieś są wtyczki AI-owe, na przykład jakieś tam moduły, które pozwalają Ci na spojrzenie na swoją relację z klientem,
11011480	11023480	sprawdzenie osób decyzyjnych, zobaczyć z kim musisz gadać, jakie odbyłeś rozmowy, czy np. podpowiada Ci system, że słuchaj Ty powinieneś z nimi zagadać,
11023480	11031480	bo tam jest potencjalnie deal do zrobienia, jakby Microsoft nad tym pracuje cały czas z produktem i rozszerza funkcjonalności.
11031480	11044480	Znowu z customer service, to jest taki CRM, ale bardziej od strony wsparcia klienta, czyli jeżeli my na przykład jesteśmy Nublado i mamy klientów i oni mają jakieś problemy z naszym produktem,
11044480	11057480	czyli problemy to oni obecnie wrzucaliby na maile, na skrzynkę i słuchaj, pomoc ma opłat Nublado.pl, mam problem, to można zautomatyzować poprzez system Dynamics i customer service,
11057480	11067480	wchodzą sobie takie zapytania, powiedzmy, czy to bugi, czy coś, wchodzi to do systemu i to mamy wszystko w jednym systemie, czyli wiemy ile było problemów,
11067480	11075480	ile to nas kosztowało czasu zarządzić tym z punktu widzenia organizacji, to jest raczej produkt dla dużych firm.
11075480	11078480	Czyli ile pracowników byś tak powiedział?
11078480	11088480	Myślę, że to nawet nie chodzi o tyle pracowników, ile masz np. case'ów, zapytań itd., bo chodzi o to, żeby to wszystko zautomatyzować.
11089480	11102480	Nie zrobiłbyś sobie Dynamics'a, gdybyś miał dwóch klientów i pięciu ludzi, bo mógłbyś sobie to wdrożyć, ale co z tego, że będziesz testował pięć case'ów tworzonych.
11102480	11124480	Jeżeli masz umowy podpisane z firmami, że ty musisz im rozwiązać problem w ciągu dwóch godzin, to jeżeli nie masz systemu, to jak to jesteś w stanie zweryfikować?
11124480	11131480	To chodzi o to, że wtedy tworzysz system i widzisz, że jest SLA i zegar tyka ci, widzisz, że została ci godzina, musisz odpowiedzieć, czemu gościu nie odpowiedział.
11131480	11136480	Odpowiedzialność wtedy widać wszystko na talerzu, to jest wszystko w systemie i to masz ten Dynamics.
11136480	11146480	Tam są konkretne określone moduły, raz, że są różne appsy, czyli sales i customer service.
11146480	11157480	W ramach tych dwóch rozwiązań mamy różne moduły dostępne, jakieś tabele już gotowe, funkcjonalności, jakiś proces end-to-end teoretycznie dostosowany do potrzeb szerszej grupy odbiorców,
11158480	11163480	której tak trzeba oczywiście dostosowywać, customizować zawsze w jakiś sposób mniej lub bardziej inwazyjny.
11163480	11173480	I później masz Power Platform, to jest jakby znowu, jeśli się śmiejesz, to takie marketingowe odejście, był Dynamics, był CRM, więc oni teraz stwierdzili,
11173480	11180480	dobra, Power Platform, czyli zrobimy coś, właściwie nie każdy chce Dynamicsa i oni pewnie zauważyli, Microsoft zauważył, że wiele firm,
